Timestamp,Real,Imaginary
4806 ns,216257,-693600
4807 ns,-608367,-603859
4808 ns,-330699,750586
4809 ns,407294,-1.76624e+06
4810 ns,-131469,-785973
4811 ns,-583654,-993931
4812 ns,-356741,155703
4813 ns,-1.53965e+06,-1.10706e+06
4814 ns,149257,500707
4815 ns,-1.57484e+06,316959
4816 ns,-348814,605497
4817 ns,-1.42575e+06,-911652
4818 ns,1.86103e+06,1.1897e+06
4819 ns,570859,-217880
4820 ns,-826146,-231135
4821 ns,-925034,-201169
4822 ns,831041,1.37606e+06
4823 ns,839897,-278946
4824 ns,-968168,149583
4825 ns,-32913,393506
4826 ns,-31198,180502
4827 ns,-779192,-847761
4828 ns,144921,-862145
4829 ns,-515823,-518413
4830 ns,-732909,1.21654e+06
4831 ns,141803,-366763
4832 ns,-418947,1.34411e+06
4833 ns,-383487,675235
4834 ns,713423,511558
4835 ns,-636804,-783015
4836 ns,-919829,-1.64512e+06
4837 ns,-538223,1.22332e+06
4838 ns,-297903,1.73688e+06
4839 ns,-815735,-791408
4840 ns,1.4343e+06,1.12087e+06
4841 ns,-456672,233673
4842 ns,-154805,455420
4843 ns,-1.30838e+06,-415227
4844 ns,1.18084e+06,971205
4845 ns,-736144,-230500
4846 ns,-116956,226150
4847 ns,-793407,-1.74336e+06
4848 ns,1.55895e+06,1.34215e+06
4849 ns,652798,-478727
4850 ns,795959,-287072
4851 ns,-681136,-362333
4852 ns,-911794,570753
4853 ns,-26828,551577
4854 ns,780802,1.67582e+06
4855 ns,696737,-360678
4856 ns,-582648,443763
4857 ns,-1.74092e+06,404193
4858 ns,-1.01417e+06,1.13944e+06
4859 ns,2.39192e+06,-36435
4860 ns,-157759,-846313
4861 ns,478346,1.21067e+06
4862 ns,552435,-737397
4863 ns,503195,208832
4864 ns,-803702,-1.51166e+06
4865 ns,-606678,1.12558e+06
4866 ns,842953,633968
4867 ns,211125,1.76633e+06
4868 ns,1.49274e+06,-347049
4869 ns,840758,-782358
4870 ns,24028,-568991
4871 ns,-1.74572e+06,-168608
4872 ns,718827,686310
4873 ns,-69116,810171
4874 ns,-826593,-934047
4875 ns,250212,1.09866e+06
4876 ns,-1.0335e+06,620578
4877 ns,49349,-348196
4878 ns,1.49428e+06,-428632
4879 ns,699255,2.16695e+06
4880 ns,-97082,1.48387e+06
4881 ns,871094,-759426
4882 ns,671259,763203
4883 ns,121329,-1.02804e+06
4884 ns,1.58967e+06,-59880
4885 ns,-717360,-806609
4886 ns,1.14564e+06,-390346
4887 ns,67817,425529
4888 ns,-467180,194746
4889 ns,1.01029e+06,47025
4890 ns,-1.8064e+06,-479361
4891 ns,1.1101e+06,-663088
4892 ns,-1.56599e+06,-456851
4893 ns,-673479,168730
4894 ns,-334754,-1.42054e+06
4895 ns,502326,122317
4896 ns,1.02047e+06,12373
4897 ns,900294,1.13847e+06
4898 ns,-740062,-281295
4899 ns,226027,1.48807e+06
4900 ns,-521378,396845
4901 ns,-68455,-641765
4902 ns,-170147,-392639
4903 ns,-881235,-321112
4904 ns,-122951,1.07408e+06
4905 ns,532165,2.05655e+06
4906 ns,121717,527463
4907 ns,102518,-1.24313e+06
4908 ns,238998,-397378
4909 ns,-576936,-527202
4910 ns,606080,-52177
4911 ns,262453,1.26787e+06
4912 ns,-559152,-1.06575e+06
4913 ns,-618969,302229
4916 ns,-885434,-1.12013e+06
4917 ns,556915,372304
4918 ns,-1.6677e+06,-963274
4919 ns,-369595,95079
4920 ns,548938,-243892
4921 ns,2.04373e+06,-1.1433e+06
4922 ns,799337,-682262
4923 ns,-39355,-616172
4924 ns,-139164,694269
4925 ns,1.25484e+06,289143
4926 ns,-1.51501e+06,-646414
4927 ns,1.03759e+06,596424
4928 ns,465943,1.21785e+06
4929 ns,-302899,-106748
4930 ns,819649,-351679
4931 ns,-68867,753863
4932 ns,178579,945534
4933 ns,257545,158109
4934 ns,-1.12858e+06,157112
4935 ns,231980,257834
4936 ns,-1.58918e+06,-1.13841e+06
4937 ns,1.2595e+06,819896
4938 ns,-8766,-584691
4939 ns,268394,438696
4940 ns,-1.73169e+06,-1.53116e+06
4941 ns,955498,-281472
4942 ns,624089,-602561
4943 ns,-765526,369161
4944 ns,913666,-1.69042e+06
4945 ns,510607,-1.66255e+06
4946 ns,-261955,1.44377e+06
4947 ns,1.19734e+06,419002
4948 ns,90293,258577
4949 ns,-202291,-2.11238e+06
4950 ns,868176,969160
4951 ns,1.41044e+06,-713285
4952 ns,55154,-740576
4953 ns,1.15596e+06,1.25006e+06
4954 ns,-268057,-292756
4955 ns,107695,641426
4956 ns,427682,1.53304e+06
4957 ns,-2.41386e+06,24180
4958 ns,860235,957530
4959 ns,1.14514e+06,819427
4960 ns,142022,150832
4961 ns,-907080,-975040
4962 ns,1.01969e+06,125442
4963 ns,-949783,-72129
4964 ns,759781,-554169
4965 ns,251078,2.76429e+06
4966 ns,-134888,1.55235e+06
4967 ns,37857,150457
4968 ns,-1.05091e+06,1.03093e+06
4969 ns,-226490,747591
4970 ns,1.01879e+06,1.18802e+06
4971 ns,-400235,1.08712e+06
4972 ns,49862,191865
4973 ns,474049,-56159
4974 ns,545958,1.24092e+06
4975 ns,-1.21062e+06,259916
4976 ns,-655571,-584206
4977 ns,-626235,-1.21797e+06
4978 ns,716099,223601
4979 ns,-977023,-329524
4980 ns,614844,-434273
4981 ns,464273,705313
4982 ns,-229120,-463183
4983 ns,-163869,287941
4984 ns,-990554,-1.54143e+06
4985 ns,239375,1.64544e+06
4986 ns,-633466,1.40451e+06
4987 ns,-526934,407883
4988 ns,360745,110533
4989 ns,-561311,-5489
4990 ns,-750916,892265
4991 ns,-1.5888e+06,382757
4992 ns,690531,-786019
4993 ns,474847,-870396
4994 ns,306489,-683779
4995 ns,-1.67822e+06,-300445
4996 ns,2.14084e+06,-588847
4997 ns,-765632,479956
4998 ns,-298880,330797
4999 ns,564177,-210158
5 us,-464989,-530101
5001 ns,812870,204834
5002 ns,963688,-889366
5003 ns,-747070,-608483
5004 ns,642704,-690355
5005 ns,-1.33349e+06,-439750
5006 ns,82504,-908536
5007 ns,-216570,93318
5008 ns,-1.13327e+06,308241
5009 ns,1.45427e+06,382319
5010 ns,-496740,859317
5011 ns,-353264,471746
5012 ns,654308,-428915
5013 ns,-2.01801e+06,-2.01716e+06
5014 ns,27030,-1.06583e+06
5015 ns,232678,-495894
5016 ns,-774663,-363566
5017 ns,311949,-1.4158e+06
5018 ns,-188491,186008
5019 ns,576601,1.08252e+06
5020 ns,-726230,969615
5021 ns,-602798,579751
5022 ns,422015,-209004
5023 ns,-522055,172182
5024 ns,38340,591474
5025 ns,-1.13957e+06,-641828
5026 ns,-763956,-488691
5027 ns,514687,-54719
5028 ns,-877039,307010
5029 ns,-679603,1.855e+06
5030 ns,818950,857488
5031 ns,397956,-117723
5032 ns,-922782,650889
5033 ns,-2.06923e+06,-133537
5034 ns,-1.45587e+06,61959
5035 ns,-537805,-303214
5036 ns,-265206,122195
5037 ns,914401,1.51028e+06
5038 ns,-1.07941e+06,294002
5039 ns,-150036,-633635
5040 ns,-893254,640730
5041 ns,13744,3420
5042 ns,514984,-1.08542e+06
5043 ns,-1.44344e+06,1.38205e+06
5044 ns,-268223,1.37585e+06
5045 ns,-427868,588215
5046 ns,474870,704961
5047 ns,-604715,-126531
5048 ns,-1.52434e+06,-411982
5049 ns,-36802,-337892
5050 ns,188304,834936
5051 ns,2.55491e+06,-63117
5052 ns,-137047,384484
5053 ns,-1.09898e+06,-1.37399e+06
5054 ns,-225238,149397
5055 ns,151773,330957
5056 ns,-237250,1.11452e+06
5057 ns,-785301,-396272
5058 ns,-1.72554e+06,626720
5059 ns,1.16137e+06,-254575
5060 ns,-1.86481e+06,133421
5061 ns,958865,1.25785e+06
5062 ns,497343,-447637
5063 ns,503295,-432082
5064 ns,-1.16871e+06,-755731
5065 ns,476697,-650748
5066 ns,789011,-370599
5067 ns,-6650,-155924
5068 ns,484225,-77260
5069 ns,-978488,-1.89047e+06
5070 ns,560147,-249925
5071 ns,105998,-1.08641e+06
5072 ns,895359,211141
5073 ns,-587020,-109693
5074 ns,1.42637e+06,-303130
5075 ns,-804660,1.53692e+06
5076 ns,-17020,324440
5077 ns,625026,-562806
5078 ns,-1.62707e+06,897497
5079 ns,249249,-19423
5080 ns,25511,-1.21306e+06
5081 ns,-185386,226992
5082 ns,-745103,-1.20266e+06
5083 ns,892356,242209
5084 ns,51206,-304940
5085 ns,-450147,-177105
5086 ns,2.39832e+06,521102
5087 ns,-1.19098e+06,71512
5088 ns,698791,-849014
5089 ns,972425,271276
5090 ns,711672,-2.05363e+06
5091 ns,165275,-710025
5092 ns,-126302,-273255
5093 ns,1.13514e+06,-938733
5094 ns,-482711,1.68974e+06
5095 ns,-890900,-93567
5096 ns,-116162,-1.0916e+06
5097 ns,1.17498e+06,-906164
5098 ns,126330,-405281
5099 ns,703647,254015
5100 ns,-1.55529e+06,-31963
5101 ns,515571,-498038
5102 ns,262463,1.32804e+06
5103 ns,-547908,-193190
5104 ns,837905,-872778
5105 ns,1.10166e+06,1.94154e+06
5106 ns,-49983,280906
5107 ns,-1.17795e+06,-585386
5108 ns,-715409,-941647
5109 ns,122909,1.15111e+06
5110 ns,876526,1.06684e+06
5111 ns,1.15825e+06,106749
5112 ns,-88114,-847173
5113 ns,-788805,287714
5114 ns,-308810,-1.67936e+06
5115 ns,128427,654134
5116 ns,617922,-1.13161e+06
5117 ns,462334,423670
5118 ns,462366,302484
5119 ns,-928554,1.65502e+06
5120 ns,59938,-1.37343e+06
5121 ns,1.06996e+06,-145257
5122 ns,422512,544782
5123 ns,-212671,-243695
5124 ns,-372042,108145
5125 ns,1.12395e+06,576752
5126 ns,-231269,-115670
5127 ns,949166,122666
5128 ns,1.05124e+06,1.32597e+06
5129 ns,611174,1.02166e+06
5130 ns,406399,-1.38048e+06
5131 ns,-410107,-726088
5132 ns,149892,-291320
5133 ns,-491773,383649
5134 ns,99415,271229
5135 ns,32187,-3257
5136 ns,-1.08921e+06,419137
5137 ns,24764,-1.01231e+06
5138 ns,1.15549e+06,-963327
5139 ns,118101,-1.23878e+06
5140 ns,-1.5789e+06,207302
5141 ns,686333,1.21351e+06
5142 ns,-1.02381e+06,-613672
5143 ns,-548113,397380
5144 ns,45062,455394
5145 ns,1.36357e+06,88784
5146 ns,75701,1.03501e+06
5147 ns,-584050,203027
5148 ns,-1.13044e+06,-667260
5149 ns,1.29202e+06,-310957
5150 ns,-595716,1.51389e+06
5151 ns,-187287,-478191
5152 ns,116963,-452580
5153 ns,161631,714330
5154 ns,1.04001e+06,561511
5155 ns,-1.44223e+06,-129141
5156 ns,620592,143712
5157 ns,-777567,-614472
5158 ns,-566261,-290490
5159 ns,188603,788436
5160 ns,-94780,540289
5161 ns,-940333,812487
5162 ns,806487,1.42913e+06
5163 ns,1.29669e+06,363523
5164 ns,1.37667e+06,-1.816e+06
5165 ns,-1.04494e+06,34467
5166 ns,-193590,181578
5167 ns,880649,3793
5168 ns,173210,552033
5169 ns,-888989,-340499
5170 ns,689647,-247381
5171 ns,-638767,-120764
5174 ns,778781,-164936
5175 ns,-1.07094e+06,1.08047e+06
5176 ns,1.0076e+06,-10222
5177 ns,1.40709e+06,388205
5178 ns,-153889,-1.04389e+06
5179 ns,868471,-1.5716e+06
5180 ns,-1.13117e+06,714527
5181 ns,-974066,-858244
5182 ns,685476,-1.97522e+06
5183 ns,455527,-1.1705e+06
5184 ns,3710,1.20214e+06
5185 ns,887411,363186
5186 ns,-15673,-868704
5187 ns,589559,1.036e+06
5188 ns,-727493,31472
5189 ns,34825,797863
5190 ns,-1.05746e+06,-1.21593e+06
5191 ns,-52714,470539
5192 ns,-41812,-983582
5193 ns,-285480,-122621
5194 ns,298937,-875728
5195 ns,633322,147872
5196 ns,-258198,-832073
5197 ns,-571286,-699658
5198 ns,479491,-755411
5199 ns,-1.07775e+06,980539
5200 ns,774228,500715
5201 ns,1.51922e+06,-222170
5202 ns,694330,1.3392e+06
5203 ns,-630743,-126655
5204 ns,1.86484e+06,632839
5205 ns,-509566,5254
5206 ns,-871043,684141
5207 ns,-86970,-760516
5208 ns,1.10018e+06,-431014
5209 ns,-800849,-621023
5210 ns,-581135,-1.12304e+06
5211 ns,1.40969e+06,-730948
5212 ns,-651640,-475767
5213 ns,1.01801e+06,-834933
5214 ns,306235,2.45696e+06
5215 ns,455849,403632
5216 ns,915053,886966
5217 ns,474228,-320294
5218 ns,665838,586489
5219 ns,161264,223075
5220 ns,-178320,-68543
5221 ns,215751,942568
5222 ns,432964,-678291
5223 ns,485743,850160
5224 ns,-1.60796e+06,999521
5225 ns,-45957,197041
5226 ns,-1.52975e+06,1.08588e+06
5227 ns,-537455,-550792
5228 ns,-1.11347e+06,359559
5229 ns,-162390,15642
5230 ns,1.16136e+06,-2.45383e+06
5231 ns,-863475,-708675
5232 ns,-1.10369e+06,-653952
5233 ns,-397046,1.23926e+06
5234 ns,-2.10888e+06,636963
5235 ns,-971595,1.44339e+06
5236 ns,750751,555487
5237 ns,-195459,-171114
5238 ns,854611,-552366
5239 ns,990359,-1.83508e+06
5240 ns,482611,251101
5241 ns,-637008,-2.12582e+06
5242 ns,-858543,310605
5243 ns,-195566,-717136
5244 ns,-248201,-126408
5245 ns,1.29371e+06,1.12644e+06
5246 ns,-1.73732e+06,-572128
5247 ns,-305574,638150
5248 ns,-1.58161e+06,1.31246e+06
5249 ns,-41554,283481
5250 ns,1.41192e+06,1.35974e+06
5251 ns,206768,1.7521e+06
5252 ns,-345941,567653
5253 ns,1.04688e+06,79110
5254 ns,823476,7032
5255 ns,-1.01492e+06,-201298
5256 ns,-1.60507e+06,-330512
5257 ns,552093,-1.22175e+06
5258 ns,1.285e+06,1.76328e+06
5259 ns,-935763,-608622
5260 ns,84311,-376486
5261 ns,1.01916e+06,-695115
5262 ns,107811,-501874
5263 ns,-498075,-161036
5264 ns,1.89562e+06,535520
5265 ns,39915,240478
5266 ns,-24546,1.46399e+06
5267 ns,1.88896e+06,950880
5268 ns,-673832,-1.66044e+06
5269 ns,-940445,-1.37311e+06
5270 ns,-379922,-821970
5271 ns,-406918,365461
5272 ns,398958,-683082
5273 ns,-594223,-709394
5274 ns,545586,562039
5275 ns,-2.02357e+06,-563499
5276 ns,-318140,492316
5277 ns,-626891,-175684
5278 ns,82197,1.05727e+06
5279 ns,-1.25161e+06,651093
5280 ns,1.61503e+06,1.09841e+06
5281 ns,-597172,486107
5282 ns,-1.05394e+06,-85086
5283 ns,1.38993e+06,-831590
5284 ns,-251173,857557
5285 ns,408367,867750
5286 ns,1.11346e+06,-586187
5287 ns,239700,813268
5288 ns,-526313,-442369
5289 ns,341466,-293564
5290 ns,568508,254154
5291 ns,409986,509064
5292 ns,213267,606905
5293 ns,1.38013e+06,-1.02178e+06
5294 ns,307016,944268
5295 ns,-199020,431878
5296 ns,-277733,-431621
5297 ns,-927329,-233053
5298 ns,-704885,952466
5299 ns,791294,1.01188e+06
5300 ns,270404,953734
5301 ns,1.08675e+06,1.87985e+06
5302 ns,-268810,-960418
5303 ns,-796700,-909497
5304 ns,830330,-226550
5305 ns,45189,894432
5306 ns,-654772,1.35929e+06
5307 ns,-1.32545e+06,1.69226e+06
5308 ns,-799692,-1.06969e+06
5309 ns,419430,-977849
5310 ns,543555,-492427
5311 ns,-200155,61603
5312 ns,1.95819e+06,-289020
5313 ns,-334487,-375820
5314 ns,260319,-438572
5315 ns,-890323,972631
5316 ns,-1.13415e+06,31951
5317 ns,-624276,1.42672e+06
5318 ns,141661,40031
5319 ns,29544,-168965
5320 ns,-1.00289e+06,-1.08064e+06
5321 ns,-636363,-774162
5322 ns,1.18724e+06,405492
5323 ns,183714,749362
5324 ns,300746,-1.6924e+06
5325 ns,1.27036e+06,1.37084e+06
5326 ns,-464543,1.38053e+06
5327 ns,-120971,1.01936e+06
5328 ns,750162,-823970
5329 ns,-1.053e+06,606409
5330 ns,-963932,427214
5331 ns,-1.08194e+06,-645955
5332 ns,1.31379e+06,183789
5333 ns,-723826,-956490
5334 ns,-281796,-835462
5335 ns,229117,-344355
5336 ns,637124,-697100
5337 ns,1.22532e+06,1.9378e+06
5338 ns,-929239,748198
5339 ns,-1.13765e+06,913754
5340 ns,-388598,-1.36058e+06
5341 ns,-636344,553813
5342 ns,309736,-141648
5343 ns,-312820,653125
5344 ns,194084,-1.26773e+06
5345 ns,-234425,-184758
5346 ns,495165,-515969
5347 ns,-317029,30972
5348 ns,-1.07039e+06,-342299
5349 ns,364711,242442
5350 ns,-415418,-542179
5351 ns,156001,-168265
5352 ns,489293,-482938
5353 ns,-13175,584796
5354 ns,-1.09537e+06,-222815
5355 ns,969257,233527
5356 ns,1.02958e+06,688342
5357 ns,-66717,-627469
5358 ns,409446,-363836
5359 ns,-960242,-141575
5360 ns,-605189,124598
5361 ns,197562,1.23769e+06
5362 ns,497656,999175
5363 ns,2491,-159153
5364 ns,-132753,282177
5365 ns,354587,-401565
5366 ns,1.34912e+06,-595135
5367 ns,733516,-233693
5368 ns,541572,2.09632e+06
5369 ns,-200694,-313909
5370 ns,1.63859e+06,1.72251e+06
5371 ns,1.17763e+06,-506767
5372 ns,710740,1.0199e+06
5373 ns,792993,61183
5374 ns,1.03571e+06,178352
5375 ns,114180,-920923
5376 ns,601002,-111872
5377 ns,-95565,-71981
5378 ns,-754550,-401204
5379 ns,165912,-404976
5380 ns,1.36332e+06,-72678
5381 ns,107258,901218
5382 ns,-472173,412042
5383 ns,144477,628824
5384 ns,965890,-953552
5385 ns,-8687,-803669
5386 ns,-785575,-1.359e+06
5387 ns,239796,-2.23882e+06
5388 ns,-1.44607e+06,-525422
5389 ns,-646847,488674
5390 ns,190148,-1.10605e+06
5391 ns,-667910,-367686
5392 ns,596961,1.11518e+06
5393 ns,209773,-703020
5394 ns,-519542,1.68322e+06
5395 ns,-571026,-777635
5396 ns,-737300,-510703
5397 ns,203406,162873
5398 ns,401242,-425851
5399 ns,484618,1.24734e+06
5400 ns,-1.08507e+06,-1.06928e+06
5401 ns,971601,921133
5402 ns,-75061,-50178
5403 ns,-157523,601961
5404 ns,1.25884e+06,1.26139e+06
5405 ns,-800627,-4928
5406 ns,-572676,393050
5407 ns,-1.20387e+06,1.65833e+06
5408 ns,1.17654e+06,292694
5409 ns,-655771,-979723
5410 ns,991150,-4086
5411 ns,-771701,959980
5412 ns,375327,517199
5413 ns,936085,46703
5414 ns,651450,-614264
5415 ns,167830,-1.87306e+06
5416 ns,-448082,677968
5417 ns,65816,942870
5418 ns,-1.29447e+06,-488689
5419 ns,1.18739e+06,344244
5420 ns,1.67207e+06,519704
5421 ns,363943,-533943
5422 ns,-478480,266331
5423 ns,277903,1.92591e+06
5424 ns,-574275,-347899
5425 ns,-323336,125237
5426 ns,-255684,-177846
5427 ns,907988,298644
5428 ns,2.39616e+06,1.12617e+06
5429 ns,-436733,91739
5432 ns,110846,-398446
5433 ns,377067,-653229
5434 ns,-53606,-1.48306e+06
5435 ns,312316,61442
5436 ns,-582127,-244581
5437 ns,624825,351989
5438 ns,1.1527e+06,23648
5439 ns,311452,1.26813e+06
5440 ns,-152282,-480526
5441 ns,218068,-39019
5442 ns,99166,-398484
5443 ns,672874,-538879
5444 ns,126936,-117931
5445 ns,-61057,725720
5446 ns,1.43007e+06,237382
5447 ns,790592,483816
5448 ns,404145,346250
5449 ns,233562,1.10443e+06
5450 ns,-1.31001e+06,892523
5451 ns,336321,1.47083e+06
5452 ns,249422,513414
5453 ns,-94277,-650825
5454 ns,-78273,958767
5455 ns,922111,-373854
5456 ns,1.53293e+06,348470
5457 ns,820837,612266
5458 ns,-1.1417e+06,35911
5459 ns,-817352,877497
5460 ns,100710,590530
5461 ns,484114,-860655
5462 ns,-1.46856e+06,-483178
5463 ns,733256,-153589
5464 ns,-1.26165e+06,114815
5465 ns,-560822,-730709
5466 ns,61231,-134957
5467 ns,-1.00713e+06,-834683
5468 ns,-754455,-29405
5469 ns,477871,-172003
5470 ns,-1.0065e+06,76372
5471 ns,-551204,-220959
5472 ns,117158,394334
5473 ns,967152,89080
5474 ns,-1.06602e+06,-811873
5475 ns,-803239,-742217
5476 ns,1.47638e+06,56790
5477 ns,37790,941381
5478 ns,1.38114e+06,-119502
5479 ns,196363,-710720
5480 ns,-460464,-212451
5481 ns,75223,833929
5482 ns,461527,884411
5483 ns,976710,1.63745e+06
5484 ns,744591,514472
5485 ns,360681,-1.12626e+06
5486 ns,845620,9225
5487 ns,1.42897e+06,-705738
5488 ns,-885901,-730051
5489 ns,1.00331e+06,-783165
5490 ns,-1.18948e+06,-936549
5491 ns,-913194,468062
5492 ns,-275902,380774
5493 ns,284513,-1.51538e+06
5494 ns,-1.31333e+06,-1.10563e+06
5495 ns,1.24724e+06,1.9054e+06
5496 ns,498398,-493736
5497 ns,687368,583297
5498 ns,1.28169e+06,-182104
5499 ns,-1.14663e+06,317340
5500 ns,759025,-1.79743e+06
5501 ns,-375233,379356
5502 ns,201738,-577520
5503 ns,-74949,-775795
5504 ns,151236,-589754
5505 ns,254137,490345
5506 ns,-555859,220428
5507 ns,955983,948956
5508 ns,488731,324086
5509 ns,892645,-994660
5510 ns,-426488,592806
5511 ns,-431102,-1.28156e+06
5512 ns,714050,-974294
5513 ns,-1.34799e+06,-75885
5514 ns,1.0546e+06,567351
5515 ns,419834,-1.48193e+06
5516 ns,277662,-443074
5517 ns,-607919,-51784
5518 ns,-1.61213e+06,-517963
5519 ns,239214,-359753
5520 ns,-5988,189022
5521 ns,-164072,1.29265e+06
5522 ns,43352,1.51438e+06
5523 ns,-360784,-720313
5524 ns,-378608,-1.07886e+06
5525 ns,-381213,-1.42471e+06
5526 ns,1.258e+06,705020
5527 ns,260032,-1.34134e+06
5528 ns,188861,-1.17636e+06
5529 ns,558838,378139
5530 ns,126848,-1.18207e+06
5531 ns,331147,590148
5532 ns,489202,1.0319e+06
5533 ns,-445336,700392
5534 ns,495106,841756
5535 ns,-1.24328e+06,-871270
5536 ns,-179681,1.49139e+06
5537 ns,906977,-26555
5538 ns,623614,-245198
5539 ns,-1.30951e+06,-318403
5540 ns,604908,1.34779e+06
5541 ns,-958946,-474383
5542 ns,-1.27969e+06,-202069
5543 ns,-231084,-389016
5544 ns,769462,-1.31167e+06
5545 ns,-150018,47398
5546 ns,632383,-242334
5547 ns,319912,504559
5548 ns,1.14769e+06,-449898
5549 ns,-528441,920300
5550 ns,-194941,-563718
5551 ns,-331392,-577425
5552 ns,655246,-285077
5553 ns,144592,-1.60145e+06
5554 ns,541247,1.4982e+06
5555 ns,-851159,429270
5556 ns,-443524,-614460
5557 ns,-278130,-523769
5558 ns,72892,-292759
5559 ns,-670930,-841442
5560 ns,-340376,-429148
5561 ns,1.13202e+06,-617749
5562 ns,307425,-147007
5563 ns,892039,-266452
5564 ns,1.43781e+06,122334
5565 ns,-743665,-1.07972e+06
5566 ns,929215,37883
5567 ns,662646,2.18882e+06
5568 ns,-166892,40273
5569 ns,1.79632e+06,-453169
5570 ns,626158,414405
5571 ns,-1.42592e+06,1.59898e+06
5572 ns,-445692,-588566
5573 ns,22496,-716185
5574 ns,-1.80649e+06,-1.10994e+06
5575 ns,1.0515e+06,-594699
5576 ns,-1.39143e+06,1.20365e+06
5577 ns,-150335,247607
5578 ns,-500552,-470938
5579 ns,-794679,1.1784e+06
5580 ns,172552,506690
5581 ns,-1.45961e+06,-334567
5582 ns,595516,-1.4135e+06
5583 ns,-1.11817e+06,-593871
5584 ns,-741687,705208
5585 ns,1.60876e+06,13178
5586 ns,-518144,876590
5587 ns,32893,-596900
5588 ns,665340,293594
5589 ns,466457,-1.538e+06
5590 ns,1.12356e+06,471960
5591 ns,-1.19227e+06,-418877
5592 ns,155003,-197044
5593 ns,737685,-2.86095e+06
5594 ns,-2.27279e+06,413315
5595 ns,-593844,-108897
5596 ns,1.37147e+06,-444948
5597 ns,-150076,-721168
5598 ns,701715,-361790
5599 ns,-491982,113392
5600 ns,-628763,457588
5601 ns,429038,-81258
5602 ns,-259422,918735
5603 ns,1.52459e+06,-1.48612e+06
5604 ns,-716363,-458665
5605 ns,-1.28393e+06,-842749
5606 ns,-2.0114e+06,1.1623e+06
5607 ns,1.27818e+06,-533862
5608 ns,-931981,-646948
5609 ns,498571,-1.55695e+06
5610 ns,928008,-499507
5611 ns,-1.12093e+06,168975
5612 ns,-720750,455193
5613 ns,767452,504412
5614 ns,157445,-867741
5615 ns,-74796,384262
5616 ns,706632,584312
5617 ns,177924,888404
5618 ns,975561,9063
5619 ns,-782798,-994177
5620 ns,-908935,304166
5621 ns,978144,614983
5622 ns,-539,-185773
5623 ns,-805289,567123
5624 ns,831308,-453615
5625 ns,1.09392e+06,-430002
5626 ns,434209,-1.0623e+06
5627 ns,949622,-1.22641e+06
5628 ns,-398171,-584523
5629 ns,969718,-901262
5630 ns,723762,-675711
5631 ns,-673974,-391364
5632 ns,883696,-1.54994e+06
5633 ns,-1.55856e+06,432480
5634 ns,-256030,391326
5635 ns,1.01963e+06,827098
5636 ns,1.60543e+06,-218034
5637 ns,-327244,1.30405e+06
5638 ns,996765,689614
5639 ns,-161981,-204394
5640 ns,771774,-366375
5641 ns,-257159,173948
5642 ns,1.07481e+06,211082
5643 ns,-886120,623989
5644 ns,-822442,1.1168e+06
5645 ns,1.5635e+06,-53211
5646 ns,1.04664e+06,759886
5647 ns,278701,-272662
5648 ns,-435016,-242398
5649 ns,-1.64494e+06,-197506
5650 ns,-714486,-49158
5651 ns,-461208,-179385
5652 ns,-619373,1.02553e+06
5653 ns,-380316,429955
5654 ns,-98819,-184453
5655 ns,-217644,1.41867e+06
5656 ns,-709137,-1.43799e+06
5657 ns,-1.17169e+06,71251
5658 ns,772023,1.00684e+06
5659 ns,15872,1.12336e+06
5660 ns,-511271,18573
5661 ns,-461405,-390554
5662 ns,-1.70664e+06,-1.78155e+06
5663 ns,-68504,637159
5664 ns,151432,162553
5665 ns,-474510,-516011
5666 ns,526692,-258262
5667 ns,-1.0536e+06,964615
5668 ns,-207752,606719
5669 ns,1.03415e+06,-122501
5670 ns,1.02496e+06,-376212
5671 ns,-680397,-223062
5672 ns,-28510,-1.35168e+06
5673 ns,-1.56387e+06,-747372
5674 ns,-301618,777425
5675 ns,354310,899147
5676 ns,-1.66141e+06,-303591
5677 ns,382122,-1.14989e+06
5678 ns,-385363,-2.18639e+06
5679 ns,-216837,591869
5680 ns,-1.0329e+06,696132
5681 ns,172409,-334540
5682 ns,-716926,1.06142e+06
5683 ns,1.91353e+06,-7607
5684 ns,-1.84109e+06,191042
5685 ns,-1.6475e+06,731260
5686 ns,-336139,1.06193e+06
5687 ns,-863840,971324
5690 ns,-1.21049e+06,-1.20948e+06
5691 ns,-1000,-205198
5692 ns,-729743,-616363
5693 ns,154967,573785
5694 ns,-797516,-319110
5695 ns,201292,620604
5696 ns,-240063,1.16674e+06
5697 ns,1.81479e+06,-112841
5698 ns,1.1938e+06,1.6925e+06
5699 ns,802393,168488
5700 ns,-500491,-1.05256e+06
5701 ns,-1.32009e+06,-1.27158e+06
5702 ns,-734112,-160834
5703 ns,-1.35352e+06,-1.92351e+06
5704 ns,-1.61443e+06,631229
5705 ns,331933,277842
5706 ns,873324,81768
5707 ns,939437,554140
5708 ns,1.02868e+06,-149987
5709 ns,320345,-29064
5710 ns,-117811,-693246
5711 ns,1.4877e+06,191845
5712 ns,550697,-354145
5713 ns,-231475,-420656
5714 ns,889435,-205337
5715 ns,-229567,225803
5716 ns,-212879,-1.8603e+06
5717 ns,713569,-91158
5718 ns,-789800,1.44054e+06
5719 ns,-427263,212495
5720 ns,762329,-1.49391e+06
5721 ns,-657909,-1.03833e+06
5722 ns,998382,102421
5723 ns,-1.02541e+06,837067
