Timestamp,Real,Imaginary
3895 ns,-573990,1.35803e+06
3896 ns,-1.38685e+06,-304276
3897 ns,396408,-776754
3898 ns,401724,852469
3899 ns,1.86012e+06,-1.09438e+06
3900 ns,-891752,222034
3901 ns,-1.53321e+06,1.97695e+06
3902 ns,284786,-52679
3903 ns,-37811,-1.89994e+06
3904 ns,-380602,198751
3905 ns,623724,-602954
3906 ns,1.47445e+06,-133126
3907 ns,-325984,-240869
3908 ns,1.43774e+06,1.75629e+06
3909 ns,895372,-135879
3910 ns,662146,366674
3911 ns,255077,1.83854e+06
3912 ns,105479,814800
3913 ns,-1.03832e+06,715618
3914 ns,-166627,-35180
3915 ns,-182837,-2.22221e+06
3916 ns,385877,190234
3917 ns,159863,265644
3918 ns,-456963,-474249
3919 ns,1.81021e+06,937775
3920 ns,559110,-950389
3921 ns,-1.0442e+06,-51438
3922 ns,-206948,730831
3923 ns,82690,-1.16958e+06
3924 ns,822698,-1.01904e+06
3925 ns,166721,-946860
3926 ns,156956,37419
3927 ns,985345,-766085
3928 ns,839640,-161298
3929 ns,-1.94463e+06,-226459
3930 ns,-2.2866e+06,599245
3931 ns,474489,-158872
3932 ns,-2.40682e+06,-1.33965e+06
3933 ns,-30486,194033
3934 ns,-450561,368073
3935 ns,1.9278e+06,517576
3936 ns,293627,-29550
3937 ns,-268676,-495108
3938 ns,-569727,192214
3939 ns,-859388,-23197
3940 ns,-1.08745e+06,1.07156e+06
3941 ns,582827,226331
3942 ns,-367789,84791
3943 ns,247459,-2.39619e+06
3944 ns,87714,702746
3945 ns,-1.15048e+06,1.26682e+06
3946 ns,-363782,1.54332e+06
3947 ns,1.09194e+06,-624479
3948 ns,2.8477e+06,-291144
3949 ns,1.22656e+06,87997
3950 ns,762687,1.09266e+06
3951 ns,214402,-182709
3952 ns,929818,-420043
3953 ns,1.08728e+06,-149797
3954 ns,773207,706065
3955 ns,934980,-232333
3956 ns,1.1064e+06,913509
3957 ns,1.26452e+06,-1.55652e+06
3958 ns,-879540,-293222
3959 ns,-275863,-1.4407e+06
3960 ns,-483109,-1.79867e+06
3961 ns,-1.18247e+06,-241344
3962 ns,-2.16623e+06,-104597
3963 ns,1.06442e+06,473712
3964 ns,-742236,-11840
3965 ns,-351423,-189891
3966 ns,-127054,1.95028e+06
3967 ns,323091,-353481
3968 ns,90894,-654989
3969 ns,-94382,216635
3970 ns,520146,1.35512e+06
3971 ns,-911725,440558
3972 ns,115924,-528836
3973 ns,-585300,253797
3974 ns,-1.55979e+06,87711
3975 ns,1.50616e+06,-1.31497e+06
3976 ns,677345,-787288
3977 ns,-93072,-647422
3978 ns,-1.78298e+06,-902976
3979 ns,-538609,528512
3980 ns,-113693,-326562
3981 ns,-188738,-247281
3982 ns,-1.61986e+06,1.11383e+06
3983 ns,-238032,-248812
3984 ns,-955621,-923790
3985 ns,-13540,731442
3986 ns,1.17741e+06,1073
3987 ns,124012,-611437
3988 ns,160158,-164675
3989 ns,1.40809e+06,-679474
3990 ns,593909,-624257
3991 ns,-191486,-540087
3992 ns,-403382,-16894
3993 ns,443172,-361442
3994 ns,1.21958e+06,36993
3995 ns,-802550,926835
3996 ns,-699920,-102678
3997 ns,1.09043e+06,546492
3998 ns,89346,-1.12726e+06
3999 ns,176032,146926
4 us,899185,109111
4001 ns,-1.77951e+06,-1.58506e+06
4002 ns,1.08402e+06,131431
4003 ns,-786996,1.05175e+06
4004 ns,-241476,-252250
4005 ns,781497,-936933
4006 ns,-773461,1.34408e+06
4007 ns,-833545,-463579
4008 ns,-386270,-2.04696e+06
4009 ns,-118704,624301
4010 ns,446499,609691
4011 ns,-772503,228874
4012 ns,-88884,-1.00629e+06
4013 ns,-1.16526e+06,165469
4014 ns,1.13987e+06,457542
4015 ns,771216,1.17276e+06
4016 ns,-29092,-395387
4017 ns,276545,1.40282e+06
4018 ns,132579,-649670
4019 ns,-402712,237631
4020 ns,947026,1.95589e+06
4021 ns,238536,406654
4022 ns,-779878,457072
4023 ns,299047,731420
4024 ns,-399720,-390352
4025 ns,-378426,431219
4026 ns,-761438,-20984
4027 ns,-940722,-118532
4028 ns,925743,-628387
4029 ns,1.0044e+06,247172
4030 ns,563818,-1.02428e+06
4031 ns,22760,41685
4032 ns,-302233,-120322
4033 ns,-356084,312188
4034 ns,-1.21526e+06,-200296
4035 ns,462250,-735263
4036 ns,-443455,660349
4037 ns,858140,-121202
4038 ns,1.14597e+06,-832158
4039 ns,1.15524e+06,478632
4040 ns,-363361,1.3963e+06
4041 ns,-831995,-62097
4042 ns,1.74673e+06,-373163
4043 ns,-2.12988e+06,-515111
4044 ns,306819,387680
4045 ns,403765,454878
4046 ns,-153721,1.47961e+06
4047 ns,-342628,-2.22466e+06
4048 ns,-223908,-183300
4049 ns,446618,-530969
4050 ns,856193,-10351
4051 ns,93395,-870019
4052 ns,1.24708e+06,-274354
4053 ns,1.55559e+06,2.47645e+06
4054 ns,-186880,-1285
4055 ns,-54839,851961
4056 ns,-311880,60362
4057 ns,379428,433902
4058 ns,433520,-365272
4059 ns,-1.04179e+06,-545364
4060 ns,20309,886944
4061 ns,591107,1.28356e+06
4062 ns,-40361,850837
4063 ns,-315246,1.46095e+06
4064 ns,-340230,436749
4065 ns,-258693,575178
4066 ns,576800,-698232
4067 ns,-674874,-1.13102e+06
4068 ns,94926,-384928
4069 ns,-2.10419e+06,-312071
4070 ns,593064,-441721
4071 ns,-1.42994e+06,537634
4072 ns,442345,991955
4073 ns,439905,1.24425e+06
4074 ns,2.02535e+06,-492623
4075 ns,-427160,-1.64543e+06
4076 ns,-326662,223989
4077 ns,518316,-912248
4078 ns,134870,660755
4079 ns,-1.03375e+06,-612892
4080 ns,-732336,212158
4081 ns,-404558,-1.71224e+06
4082 ns,-806266,-1.58903e+06
4083 ns,-585915,-413461
4084 ns,-34018,1.14856e+06
4085 ns,1.097e+06,-190375
4086 ns,185193,315920
4087 ns,190171,-1.96362e+06
4088 ns,186079,1.72251e+06
4089 ns,-641554,-645034
4090 ns,-432154,-689494
4091 ns,375269,-537904
4092 ns,987043,-64131
4093 ns,-1.16977e+06,18222
4094 ns,-285229,99099
4095 ns,362840,-794313
4096 ns,269324,-409532
4097 ns,1.40614e+06,244775
4098 ns,799074,-335748
4099 ns,102590,-614295
4100 ns,305527,514590
4101 ns,-960960,754758
4102 ns,-20183,-811979
4103 ns,215653,-557717
4104 ns,125940,-820547
4105 ns,691247,485279
4106 ns,-33442,-4486
4107 ns,-1.52246e+06,80549
4108 ns,64013,-208
4109 ns,-1.79976e+06,167425
4110 ns,-483806,-224198
4111 ns,-1.5148e+06,222508
4112 ns,-934061,1.92032e+06
4113 ns,-52604,680234
4114 ns,-64555,-1.23068e+06
4115 ns,-27860,-688667
4116 ns,-1.33072e+06,-1.45294e+06
4117 ns,-326311,-894241
4118 ns,-179965,718907
4119 ns,368187,-527081
4120 ns,99170,-1.3334e+06
4121 ns,-2.01299e+06,-1.45796e+06
4122 ns,-792799,-748753
4123 ns,-377665,548446
4124 ns,-228805,-1.56e+06
4125 ns,503189,650683
4126 ns,1.86626e+06,-89696
4127 ns,-1.19845e+06,1.36185e+06
4128 ns,145539,-49020
4129 ns,393823,-92830
4130 ns,2.70957e+06,-518988
4131 ns,-786369,4377
4132 ns,-1.61665e+06,859892
4133 ns,-337646,1.23624e+06
4134 ns,-1.47666e+06,477
4135 ns,856211,-546765
4136 ns,-1.33306e+06,1.76826e+06
4137 ns,-7853,-1.41067e+06
4138 ns,139861,-857135
4139 ns,181192,276433
4142 ns,6.74061e+07,6.64893e+07
4143 ns,-120857,-936809
4144 ns,9660,-219872
4145 ns,-1.08611e+06,-382224
4146 ns,-1.81942e+06,-120344
4147 ns,-1.11969e+06,-219154
4148 ns,393900,967287
4149 ns,-601116,-950113
4150 ns,-1.17825e+06,753021
4151 ns,530746,-1.3464e+06
4152 ns,-1.78835e+06,-726336
4153 ns,-50359,-9690
4154 ns,425500,1.14815e+06
4155 ns,-1.71462e+06,1.27686e+06
4156 ns,625360,1.14158e+06
4157 ns,-982820,-191546
4158 ns,-626348,-379757
4159 ns,-458142,821351
4160 ns,361013,677352
4161 ns,1.41023e+06,88175
4162 ns,617592,-1.83752e+06
4163 ns,-712324,827336
4164 ns,512947,-328612
4165 ns,-2.40014e+06,-650300
4166 ns,631861,565667
4167 ns,1.36666e+06,585829
4168 ns,223849,-125897
4169 ns,510292,1.44665e+06
4170 ns,524862,-680735
4171 ns,-510123,-289247
4172 ns,-185119,-194904
4173 ns,-685720,-2.28091e+06
4174 ns,-1.69163e+06,-1.01021e+06
4175 ns,1.52283e+06,11205
4176 ns,-436319,-1.17698e+06
4177 ns,677204,668702
4178 ns,194982,-1.57264e+06
4179 ns,2.09178e+06,-1.82016e+06
4180 ns,299825,-88692
4181 ns,751634,710118
4182 ns,-948620,101128
4183 ns,843807,1.93237e+06
4184 ns,-356127,-776611
4185 ns,227255,-161558
4186 ns,1.93375e+06,-39420
4187 ns,675745,-142692
4188 ns,773493,984299
4189 ns,-915053,1.07906e+06
4190 ns,-199168,-172680
4191 ns,761894,-278557
4192 ns,688280,290992
4193 ns,-776228,-265148
4194 ns,-503467,842639
4195 ns,-164212,-379818
4196 ns,653935,-145748
4197 ns,96891,426268
4198 ns,1.73756e+06,1.42805e+06
4199 ns,430355,231906
4200 ns,583426,823409
4201 ns,384814,1.26631e+06
4202 ns,-663366,-867347
4203 ns,-536069,1.12666e+06
4204 ns,-184863,1.3394e+06
4205 ns,-796546,-231718
4206 ns,-119019,-1.40768e+06
4207 ns,-555654,1.72006e+06
4208 ns,1.03074e+06,133931
4209 ns,-589084,-458656
4210 ns,500435,6211
4211 ns,125405,881891
4212 ns,1.28204e+06,-1.08036e+06
4213 ns,-1.68535e+06,-164594
4214 ns,-947545,-380757
4215 ns,786553,-224060
4216 ns,-1.108e+06,468792
4217 ns,597834,492905
4218 ns,590974,307457
4219 ns,-573497,1.30144e+06
4220 ns,-136236,249107
4221 ns,-569911,88597
4222 ns,1.66024e+06,-413802
4223 ns,-561837,399832
4224 ns,947340,-295287
4225 ns,410032,171593
4226 ns,-163530,-1.40074e+06
4227 ns,134989,-396956
4228 ns,331893,-948414
4229 ns,-177962,-251597
4230 ns,97284,582017
4231 ns,-674730,616129
4232 ns,10258,-612146
4233 ns,509170,33565
4234 ns,-737359,-273033
4235 ns,358115,-1.35587e+06
4236 ns,681340,1.45809e+06
4237 ns,598105,-853480
4238 ns,-1.05822e+06,-733524
4239 ns,620034,170526
4240 ns,-805813,-500962
4241 ns,-937107,-175726
4242 ns,-188543,277697
4243 ns,2.05937e+06,-122330
4244 ns,-252606,587120
4245 ns,2.21042e+06,-688732
4246 ns,-1.46078e+06,26715
4247 ns,261936,-392244
4248 ns,307287,-802100
4249 ns,-437193,432072
4250 ns,48141,736561
4251 ns,640207,-285446
4252 ns,-282289,790767
4253 ns,707063,-386002
4254 ns,330155,772417
4255 ns,-1.71196e+06,333925
4256 ns,1.11328e+06,-23495
4257 ns,-1.22055e+06,742922
4258 ns,1.06923e+06,1.41228e+06
4259 ns,-1.20221e+06,408416
4260 ns,-1.03209e+06,-1.49141e+06
4261 ns,38197,-747538
4262 ns,-118933,-199156
4263 ns,-257165,613237
4264 ns,-239540,-1.20408e+06
4265 ns,228591,391831
4266 ns,1.20389e+06,-790499
4267 ns,-1.09833e+06,140402
4268 ns,197430,928489
4269 ns,1.7632e+06,-87352
4270 ns,-171745,743465
4271 ns,-433458,133853
4272 ns,-631174,1.35505e+06
4273 ns,-280316,-732929
4274 ns,1.13374e+06,-749060
4275 ns,671694,831467
4276 ns,-1.3136e+06,173991
4277 ns,1.12499e+06,-1.21101e+06
4278 ns,-1.13354e+06,-401888
4279 ns,783087,2.2881e+06
4280 ns,778851,-31470
4281 ns,-853998,648964
4282 ns,1.12864e+06,-1.12601e+06
4283 ns,1690,-293859
4284 ns,843680,-2.04716e+06
4285 ns,301268,243372
4286 ns,-29813,-208521
4287 ns,1.86409e+06,-819724
4288 ns,-2.21858e+06,-107736
4289 ns,-352145,-1.0158e+06
4290 ns,533255,-271280
4291 ns,310725,-375887
4292 ns,-576639,-953497
4293 ns,243651,417357
4294 ns,-2.21429e+06,-605981
4295 ns,433471,-508624
4296 ns,-636695,437807
4297 ns,775645,-143189
4298 ns,-487464,792429
4299 ns,-371842,-1.54066e+06
4300 ns,1.30907e+06,1.32903e+06
4301 ns,-646450,124892
4302 ns,2.02397e+06,-221157
4303 ns,-395451,936199
4304 ns,-79245,-2.12576e+06
4305 ns,-987768,174806
4306 ns,-1.51283e+06,1.08934e+06
4307 ns,-682675,852154
4308 ns,-94629,-623703
4309 ns,857322,-593378
4310 ns,21774,1.70868e+06
4311 ns,1.21225e+06,84005
4312 ns,151311,-80717
4313 ns,1.71067e+06,1.15056e+06
4314 ns,766413,652226
4315 ns,46456,258444
4316 ns,1.10891e+06,-372766
4317 ns,-964721,-215552
4318 ns,1.17294e+06,69582
4319 ns,483709,-595698
4320 ns,516254,1.15514e+06
4321 ns,2.09897e+06,620180
4322 ns,43461,664849
4323 ns,271097,-303914
4324 ns,430143,473164
4325 ns,727597,-148224
4326 ns,-2.23089e+06,-1.03581e+06
4327 ns,151615,663508
4328 ns,-936680,-596382
4329 ns,-456731,-600874
4330 ns,1.36193e+06,696892
4331 ns,-288770,-1.43809e+06
4332 ns,-1.49889e+06,-256660
4333 ns,-981529,446374
4334 ns,-646093,326943
4335 ns,-1.19708e+06,-254872
4336 ns,-386720,188376
4337 ns,922480,-627657
4338 ns,-117282,-124400
4339 ns,26648,-346797
4340 ns,994933,-317009
4341 ns,906476,287345
4342 ns,-621984,922780
4343 ns,-793006,171588
4344 ns,-163999,548644
4345 ns,77726,-618319
4346 ns,-916800,232116
4347 ns,-448146,1.00091e+06
4348 ns,-1.0507e+06,321212
4349 ns,-1.73977e+06,-720486
4350 ns,811215,-910412
4351 ns,113355,993751
4352 ns,-526089,-1.23842e+06
4353 ns,391672,96005
4354 ns,-1.40014e+06,-778188
4355 ns,1.22698e+06,-242185
4356 ns,789777,1.08668e+06
4357 ns,773265,41324
4358 ns,-933815,640833
4359 ns,305856,-4250
4360 ns,239517,-825997
4361 ns,586278,509333
4362 ns,1.61676e+06,36823
4363 ns,-246524,316927
4364 ns,1.89331e+06,-253958
4365 ns,38851,-1.03942e+06
4366 ns,693673,-761378
4367 ns,-23504,715637
4368 ns,265412,84841
4369 ns,713805,156798
4370 ns,-200156,-873617
4371 ns,-955163,-802367
4372 ns,-984787,-674433
4373 ns,203864,368742
4374 ns,-596657,111712
4375 ns,-681244,-570904
4376 ns,1.31764e+06,-800927
4377 ns,994725,318687
4378 ns,-1.54368e+06,290142
4379 ns,25623,555753
4380 ns,-257186,-1.09836e+06
4381 ns,-697372,1.38102e+06
4382 ns,808316,-489126
4383 ns,227341,450958
4384 ns,-1.21523e+06,511871
4385 ns,576767,605168
4386 ns,-880466,317545
4387 ns,944378,2.68707e+06
4388 ns,322090,458857
4389 ns,756140,-111885
4390 ns,-1.45188e+06,-346489
4391 ns,907022,-632028
4392 ns,449633,191084
4393 ns,1.52784e+06,297415
4394 ns,314166,930090
4395 ns,-974164,-667105
4396 ns,-610165,1.5285e+06
4397 ns,2.14867e+06,-289312
4400 ns,-800967,-649756
4401 ns,558256,-348338
4402 ns,926067,2.77381e+06
4403 ns,-374414,1.37773e+06
4404 ns,997325,851649
4405 ns,250499,-37581
4406 ns,274721,-630783
4407 ns,-86154,-1.09281e+06
4408 ns,-1.00671e+06,171683
4409 ns,-386754,603089
4410 ns,339353,-171623
4411 ns,-2.32982e+06,1.40338e+06
4412 ns,-856826,1.06081e+06
4413 ns,-2.69549e+06,152270
4414 ns,-716936,-262162
4415 ns,-654104,469913
4416 ns,-416528,490723
4417 ns,-952024,390004
4418 ns,-852499,-281642
4419 ns,1.1725e+06,-613529
4420 ns,862855,1.78187e+06
4421 ns,160206,-967494
4422 ns,-322873,-1.48838e+06
4423 ns,-657100,525883
4424 ns,2.01458e+06,-126710
4425 ns,-84895,1.49979e+06
4426 ns,296547,-1.53632e+06
4427 ns,1.26228e+06,191258
4428 ns,1.90756e+06,461636
4429 ns,241802,-726734
4430 ns,-326072,-658416
4431 ns,415000,-105452
4432 ns,-1.2383e+06,1.58899e+06
4433 ns,1.74839e+06,614481
4434 ns,-24137,-328649
4435 ns,398441,-244335
4436 ns,707983,-1.30379e+06
4437 ns,518801,-1.18573e+06
4438 ns,-1.5967e+06,1.44274e+06
4439 ns,160064,1.43871e+06
4440 ns,-654240,-526882
4441 ns,1.59211e+06,256627
4442 ns,910734,1.11253e+06
4443 ns,569297,-959886
4444 ns,-1.05827e+06,-78830
4445 ns,-922346,-276810
4446 ns,-483861,-633870
4447 ns,37630,669442
4448 ns,450243,-342145
4449 ns,-161504,164172
4450 ns,-742988,533280
4451 ns,-1.22498e+06,-1.47221e+06
4452 ns,988496,-154848
4453 ns,526081,376650
4454 ns,458170,-1.56725e+06
4455 ns,569068,240634
4456 ns,798828,180943
4457 ns,-747181,-730818
4458 ns,486340,-405828
4459 ns,-627637,-231508
4460 ns,-1.75433e+06,1.01188e+06
4461 ns,-314845,-491682
4462 ns,901271,902815
4463 ns,-254232,-423749
4464 ns,-153215,-116795
4465 ns,-372520,306340
4466 ns,473521,1.05125e+06
4467 ns,684815,-440204
4468 ns,917494,-225083
4469 ns,-589121,-1.08502e+06
4470 ns,-925099,-395174
4471 ns,338586,-115819
4472 ns,-1.07004e+06,-391073
4473 ns,-282631,1.61691e+06
4474 ns,589312,237314
4475 ns,-867783,-1.08e+06
4476 ns,-971722,45777
4477 ns,-617092,-108443
4478 ns,562240,-1.06199e+06
4479 ns,-220257,917246
4480 ns,-175712,84589
4481 ns,-1.64298e+06,-279164
4482 ns,-651057,1.16986e+06
4483 ns,706112,311798
4484 ns,-387874,-667139
4485 ns,31077,-215400
4486 ns,-404896,35496
4487 ns,-645460,-1.56509e+06
4488 ns,-784222,-1.15458e+06
4489 ns,-1.46383e+06,467429
4490 ns,-174599,-466593
4491 ns,-1.1342e+06,-29347
4492 ns,-1.58259e+06,-427045
4493 ns,101254,-121884
4494 ns,-1.54797e+06,167868
4495 ns,257304,343603
4496 ns,1.39077e+06,-666489
4497 ns,-845413,-1.45808e+06
4498 ns,-960439,-228500
4499 ns,-1.2988e+06,232801
4500 ns,-296909,-372049
4501 ns,-1.17802e+06,928316
4502 ns,-564958,530865
4503 ns,-1.41045e+06,1.82801e+06
4504 ns,-632951,-72709
4505 ns,395800,122442
4506 ns,-1.19645e+06,2.47766e+06
4507 ns,843986,-1.10137e+06
4508 ns,-106138,-370977
4509 ns,643373,31866
4510 ns,488188,-141123
4511 ns,-1.55243e+06,-572669
4512 ns,1.09057e+06,-1.17393e+06
4513 ns,-102815,590422
4514 ns,281671,-477130
4515 ns,-68829,-371192
4516 ns,-27767,430591
4517 ns,-1.15811e+06,-885320
4518 ns,924443,268488
4519 ns,1.03337e+06,-919591
4520 ns,-271003,-412140
4521 ns,1.20004e+06,-346227
4522 ns,-1.52952e+06,-1.05644e+06
4523 ns,192960,37141
4524 ns,-308623,475753
4525 ns,-5748,-872889
4526 ns,242959,666829
4527 ns,-386975,-1.64773e+06
4528 ns,-84454,-1.02023e+06
4529 ns,-91073,1.52039e+06
4530 ns,-356724,-1.88144e+06
4531 ns,-770805,-320930
4532 ns,423514,304894
4533 ns,151050,-1.20786e+06
4534 ns,914857,-189268
4535 ns,-1.51047e+06,-109324
4536 ns,-510374,1.39809e+06
4537 ns,802694,198845
4538 ns,1.24662e+06,-529746
4539 ns,1.56832e+06,160732
4540 ns,71272,1.26858e+06
4541 ns,-140802,1.54923e+06
4542 ns,-380064,-1.3417e+06
4543 ns,1.36773e+06,-108532
4544 ns,-206733,1.00776e+06
4545 ns,-374558,-940098
4546 ns,-1.64818e+06,-446230
4547 ns,-791508,244785
4548 ns,863338,-1.21019e+06
4549 ns,380594,262015
4550 ns,-233967,238538
4551 ns,1.66848e+06,236412
4552 ns,2.18036e+06,430261
4553 ns,532827,-349949
4554 ns,504649,-252887
4555 ns,-873998,-551050
4556 ns,-951212,-244704
4557 ns,343852,-160655
4558 ns,1.16328e+06,413245
4559 ns,121758,532077
4560 ns,1.88592e+06,700977
4561 ns,1.25639e+06,-153399
4562 ns,-348355,-254526
4563 ns,-467569,480212
4564 ns,585988,97782
4565 ns,-202274,9636
4566 ns,24808,-593816
4567 ns,-837721,-270170
4568 ns,-398367,-1.25984e+06
4569 ns,1.25775e+06,-1.28507e+06
4570 ns,-129813,684541
4571 ns,652606,-565825
4572 ns,-716591,524539
4573 ns,38285,940794
4574 ns,-347389,794180
4575 ns,-7639,93599
4576 ns,248744,152764
4577 ns,522955,-428047
4578 ns,557953,-743744
4579 ns,-592409,-192868
4580 ns,1.16654e+06,28404
4581 ns,230867,67681
4582 ns,191241,-559189
4583 ns,-209375,-1.01298e+06
4584 ns,614317,-1.28692e+06
4585 ns,-170050,-369016
4586 ns,-679364,1.09289e+06
4587 ns,312210,1.85976e+06
4588 ns,948229,303886
4589 ns,571390,1.21409e+06
4590 ns,1.35703e+06,-1.39157e+06
4591 ns,-176003,1.08756e+06
4592 ns,-100263,1.2384e+06
4593 ns,73822,899929
4594 ns,-226963,1.1504e+06
4595 ns,-1.56277e+06,238761
4596 ns,316983,1.11387e+06
4597 ns,1.72537e+06,-513377
4598 ns,137163,318953
4599 ns,-311820,-538662
4600 ns,-2.04553e+06,401922
4601 ns,473349,793744
4602 ns,391726,589512
4603 ns,260961,197006
4604 ns,-686566,1.65001e+06
4605 ns,-219642,-527193
4606 ns,1.14328e+06,468440
4607 ns,686008,316352
4608 ns,60646,-681878
4609 ns,-420428,-366500
4610 ns,-2.41505e+06,-252323
4611 ns,-1.68332e+06,-1.35874e+06
4612 ns,571885,-219459
4613 ns,816169,817209
4614 ns,47498,739324
4615 ns,-662046,1.03548e+06
4616 ns,467335,-590900
4617 ns,513735,926290
4618 ns,738031,1.24931e+06
4619 ns,-851812,704066
4620 ns,-94513,-1.13018e+06
4621 ns,839994,-620401
4622 ns,-415222,-901466
4623 ns,1.08959e+06,-543083
4624 ns,-315518,421751
4625 ns,267081,-974794
4626 ns,417165,65008
4627 ns,24743,-734972
4628 ns,221836,-185237
4629 ns,838794,-1.66445e+06
4630 ns,-931717,-1.21717e+06
4631 ns,-699807,-223261
4632 ns,725293,157356
4633 ns,-206739,-102292
4634 ns,-1.03891e+06,-198668
4635 ns,901422,786183
4636 ns,1.82209e+06,-385155
4637 ns,505150,-938359
4638 ns,-155243,-1.8911e+06
4639 ns,120336,1.03567e+06
4640 ns,-249879,711609
4641 ns,1.45802e+06,1.0543e+06
4642 ns,-1.14892e+06,921958
4643 ns,251117,358282
4644 ns,-47341,1.0082e+06
4645 ns,2.09176e+06,377223
4646 ns,-387566,1.42026e+06
4647 ns,1.23918e+06,-1.24536e+06
4648 ns,23022,-440366
4649 ns,1.10948e+06,260180
4650 ns,-1.32639e+06,701907
4651 ns,-737696,599402
4652 ns,212960,1.28261e+06
4653 ns,523231,-1.55004e+06
4654 ns,-128396,-781428
4655 ns,-339918,121232
4658 ns,-1.56222e+06,-1.62281e+06
4659 ns,794506,159193
4660 ns,175912,618204
4661 ns,328911,-1.35313e+06
4662 ns,1.0599e+06,-1.12319e+06
4663 ns,926619,-1.01923e+06
4664 ns,1.20183e+06,-900796
4665 ns,612034,598191
4666 ns,-1.66632e+06,79434
4667 ns,913656,560761
4668 ns,-592437,1.05992e+06
4669 ns,-117682,-764185
4670 ns,1.33777e+06,-945718
4671 ns,-1.05615e+06,376700
4672 ns,-351458,-697522
4673 ns,-1.08599e+06,95350
4674 ns,717817,-447086
4675 ns,-1.09565e+06,846166
4676 ns,313924,-617229
4677 ns,1.3337e+06,-1.53003e+06
4678 ns,-1.07875e+06,-179468
4679 ns,199868,719855
4680 ns,-546948,-1.2528e+06
4681 ns,-459388,-240938
4682 ns,249026,-279352
4683 ns,-121460,528046
4684 ns,750789,1.37979e+06
4685 ns,177200,-352147
4686 ns,-166325,1.50764e+06
4687 ns,-1.12109e+06,178715
4688 ns,-237095,198971
4689 ns,-214841,893239
4690 ns,57045,358712
4691 ns,-1.28402e+06,876545
4692 ns,-644612,85440
4693 ns,-41042,-988789
4694 ns,-988773,-28337
4695 ns,-867884,-276855
4696 ns,1.78329e+06,423281
4697 ns,852435,1.04374e+06
4698 ns,379341,-210976
4699 ns,-93948,595077
4700 ns,520167,505037
4701 ns,761196,683299
4702 ns,-649602,287934
4703 ns,154532,360812
4704 ns,-628710,-894203
4705 ns,230253,265210
4706 ns,203925,496278
4707 ns,-2.07189e+06,46026
4708 ns,-729345,1.65314e+06
4709 ns,672371,-486956
4710 ns,-1.19134e+06,-115541
4711 ns,-521535,2.11524e+06
4712 ns,-1.29017e+06,-1.27398e+06
4713 ns,-835531,1.13683e+06
4714 ns,-1.1288e+06,-311589
4715 ns,-207164,-265053
4716 ns,-643876,1.1534e+06
4717 ns,-734959,920158
4718 ns,793315,-2.68391e+06
4719 ns,555839,-460308
4720 ns,-242304,-1.50765e+06
4721 ns,52752,669030
4722 ns,-224700,-354951
4723 ns,263224,-224261
4724 ns,1.26605e+06,1.54599e+06
4725 ns,96306,-479315
4726 ns,1.28352e+06,-292872
4727 ns,2.16722e+06,357191
4728 ns,-1.42919e+06,-1.55132e+06
4729 ns,-1.12079e+06,1.58174e+06
4730 ns,812260,338195
4731 ns,-237821,948226
4732 ns,932168,116604
4733 ns,-131581,316273
4734 ns,277231,-446226
4735 ns,-677577,384769
4736 ns,-468210,-498117
4737 ns,-1.44094e+06,91626
4738 ns,133606,133741
4739 ns,-225856,502163
4740 ns,414935,-407072
4741 ns,143319,336127
4742 ns,1.53816e+06,202708
4743 ns,2.37883e+06,-1.30088e+06
4744 ns,-316119,-776905
4745 ns,-664245,-287403
4746 ns,-293589,410109
4747 ns,189560,377257
4748 ns,-1.25256e+06,934108
4749 ns,-14970,-1.21902e+06
4750 ns,286803,-1.73046e+06
4751 ns,720674,1.0681e+06
4752 ns,1.184e+06,135279
4753 ns,294611,47287
4754 ns,-842405,1.02227e+06
4755 ns,-329574,10846
4756 ns,612854,-1.04865e+06
4757 ns,-161704,519708
4758 ns,2.13824e+06,1.45828e+06
4759 ns,-129913,662659
4760 ns,805806,-342527
4761 ns,1.5393e+06,-1.31184e+06
4762 ns,497801,-242078
4763 ns,-85638,-231578
4764 ns,1.28213e+06,548685
4765 ns,-1.60782e+06,497637
4766 ns,1.22569e+06,-662741
4767 ns,591268,419211
4768 ns,619796,-565731
4769 ns,300792,-209559
4770 ns,1.04792e+06,-161820
4771 ns,37630,-247762
4772 ns,-383792,-462700
4773 ns,780352,33045
4774 ns,-957906,-9620
4775 ns,-97615,-1.51464e+06
4776 ns,-1.11814e+06,-1.10577e+06
4777 ns,1.05957e+06,575956
4778 ns,760599,293814
4779 ns,1.82317e+06,-194117
4780 ns,-2.04086e+06,-1.12308e+06
4781 ns,-164283,-251157
4782 ns,1.41065e+06,307397
4783 ns,-1.22269e+06,-202537
4784 ns,222230,150264
4785 ns,163609,-1.51425e+06
4786 ns,941010,515416
4787 ns,195146,-821454
4788 ns,92195,-369387
4789 ns,1.12601e+06,601752
4790 ns,196610,849782
4791 ns,764287,3702
4792 ns,-1.68609e+06,-817184
4793 ns,-131593,451294
4794 ns,-1.72546e+06,-528942
4795 ns,247722,211475
4796 ns,232720,-383930
4797 ns,-471117,-245923
4798 ns,-657785,1.18246e+06
4799 ns,-374418,219364
4800 ns,-999204,-4459
4801 ns,-27792,-789516
4802 ns,-1.14444e+06,1.1856e+06
4803 ns,808056,-1.6577e+06
4804 ns,-353987,-1.41111e+06
4805 ns,323905,-229922
